shape_id,mse,mae,rmse,iou,dice,sign_accuracy,surface_mae,surface_sign_accuracy,mesh_vertices,mesh_faces,mesh_components,largest_component_face_fraction
monitor_0142,6.645323446718976e-05,0.0042461189441382885,0.008151885122060776,0.8772455089820359,0.9346092503987241,0.9896195023148148,0.0083773797377944,0.9030728858037755,5890,11740,1,1.0006814310051106
monitor_0143,0.000919163750950247,0.013021271675825119,0.03031771257519722,0.888651629488349,0.9410434572617206,0.9514341001157407,0.011402135714888573,0.8771023207742178,10270,20426,2,0.9996083423088221
monitor_0144,5.950932245468721e-05,0.0040848772041499615,0.007714228704571724,0.7528399311531841,0.8589945011783189,0.9870153356481481,0.007007450331002474,0.8704205017144919,4862,9596,9,0.8499374739474781
monitor_0145,5.27762204001192e-05,0.0032231260556727648,0.007264724466949701,0.7840616966580977,0.8789625360230547,0.9977213541666666,0.010423421859741211,0.923939393939394,1478,2936,5,0.989100817438692
monitor_0146,5.421157038654201e-05,0.003590015461668372,0.007362850476056337,0.8217033695940568,0.9021264200407807,0.9878472222222222,0.006163747049868107,0.9047066622472655,6300,12454,1,1.0
monitor_0147,5.421291643870063e-05,0.0035900811199098825,0.007362942211329937,0.8217033695940568,0.9021264200407807,0.9878472222222222,0.006163878832012415,0.9047066622472655,6300,12454,1,1.0
monitor_0148,5.7734196161618456e-05,0.0039006636943668127,0.007598302327096462,0.8696891543369079,0.9303034703063743,0.9913194444444444,0.011551888659596443,0.8822374877330716,4265,8422,1,1.0
monitor_0149,7.890151755418628e-05,0.004174410365521908,0.008882652968168259,0.5527243155326647,0.7119413407821229,0.9850802951388888,0.008221171796321869,0.8056317861830331,3487,6954,7,0.9263733103249928
monitor_0150,4.027132672490552e-05,0.003179398598149419,0.006345969159156084,0.8933333333333333,0.9436619718309859,0.9942129629629629,0.008849111385643482,0.9168507210601533,3551,6968,1,1.0
monitor_0151,3.86348765459843e-05,0.0032045096158981323,0.006215695757418871,0.9253638897491483,0.9612353225028148,0.9956416377314815,0.007590956054627895,0.9378385349497034,3831,7574,1,1.0005281225244256
monitor_0152,9.709787991596386e-05,0.004450681619346142,0.009853825904428959,0.4882474226804124,0.6561374341922971,0.9887785734953703,0.01410934329032898,0.8613253012048193,2822,5604,16,0.9436117059243397
monitor_0153,2.958996810775716e-05,0.002971096197143197,0.005439666099846363,0.837590665405235,0.9116183284709113,0.9953432436342593,0.006596534047275782,0.932156501119747,3753,7398,2,0.8605028386050284
monitor_0154,8.807669655652717e-05,0.005442755296826363,0.009384918957948685,0.8327221814787652,0.9087271272145222,0.9773130063657407,0.007578103803098202,0.8443451827036417,8272,16410,1,1.0
monitor_0155,7.243832078529522e-05,0.004508174490183592,0.008511070162057877,0.8171570780266433,0.8993796825908322,0.9887062355324074,0.006924065295606852,0.9079274260332756,7491,14476,4,1.0004144791378833
monitor_0156,7.205363363027573e-05,0.0039744204841554165,0.00848844088613987,0.639618138424821,0.7802037845705968,0.9986346209490741,0.008733955211937428,0.9755038220986796,798,1572,7,0.7888040712468194
monitor_0157,0.0001359915331704542,0.006320186425000429,0.01166154071688652,0.8370881103182874,0.9113205900322947,0.9816261574074074,0.010392548516392708,0.8453679520663696,6661,13172,2,0.9989371393865776
monitor_0158,4.079478821950033e-05,0.003428702475503087,0.0063870796002447605,0.8866466294547016,0.9399180700955849,0.9976128472222222,0.006343998946249485,0.965553235908142,4720,9448,1,1.0
monitor_0159,0.000109220010926947,0.006224088836461306,0.010450838133692741,0.8368621218141568,0.9111866501854141,0.9740125868055556,0.010095984674990177,0.8260869565217391,8181,16206,1,1.0
monitor_0160,6.391823990270495e-05,0.003938606940209866,0.007994888350367546,0.3836538461538462,0.5545517720639332,0.9942039207175926,0.009613441303372383,0.928287332770881,1864,3612,30,0.5027685492801772
monitor_0161,5.6122600653907284e-05,0.0034992992877960205,0.007491501979529858,0.7963905599259602,0.8866563626996393,0.9960214120370371,0.008372392505407333,0.9329053950787101,3508,7024,1,1.0
monitor_0162,3.1590905564371496e-05,0.002985933795571327,0.005620578769594431,0.41443452380952384,0.5860073645449764,0.9928837528935185,0.006780252326279879,0.8795715378729916,1484,2944,7,0.9429347826086957
monitor_0163,0.0001150531170424074,0.006438485812395811,0.010726281441748142,0.9141551800223243,0.9551526329350818,0.9700972945601852,0.007398081943392754,0.8685320808788409,12278,24540,6,0.6604726976365118
monitor_0164,8.02151917014271e-05,0.004874309059232473,0.00895629357546568,0.7864077669902912,0.8804347826086957,0.9787145543981481,0.008814624510705471,0.8082829603006044,5863,11424,4,0.8371848739495799
monitor_0165,5.8997095038648695e-05,0.003930057864636183,0.007680956739932299,0.8005956234623851,0.8892564360707608,0.9860749421296297,0.010129312053322792,0.829243921394471,4408,8710,3,0.9074626865671642
monitor_0166,7.840430771466345e-05,0.004910638555884361,0.008854621089994907,0.8707977466836271,0.9309373482272948,0.9935709635416666,0.007742235437035561,0.9042596348884381,3954,7824,1,1.0
monitor_0167,4.713193266070448e-05,0.003435879945755005,0.006865269970148802,0.6899304134261154,0.8165193169431997,0.9863009982638888,0.010300222784280777,0.8057275541795665,3674,7358,1,1.000271812992661
monitor_0168,3.4070242691086605e-05,0.0028718053363263607,0.005836972035467625,0.7103157894736842,0.8306253077301822,0.9937789351851852,0.00735124247148633,0.9058694759885073,3440,6738,9,0.94182249925794
monitor_0169,7.651084160897881e-05,0.004355648998171091,0.008747047744691372,0.7588302940693281,0.8628806276854101,0.9867259837962963,0.007711141370236874,0.8696269982238011,6578,12996,1,1.0003077870113881
monitor_0170,7.334694964811206e-05,0.004502132069319487,0.008564283140003681,0.8632492113564669,0.92660628121561,0.9921603732638888,0.007886451669037342,0.9224230493915533,4152,8276,6,0.9671338811019816
monitor_0171,8.561950380681083e-05,0.003975016996264458,0.009253080934286118,0.5067073170731707,0.6726021853500607,0.9926848234953703,0.011379911564290524,0.8260869565217391,2191,4374,5,0.7101051668952904
monitor_0172,4.160457319812849e-05,0.003198830643668771,0.006450160872191191,0.8434818144666939,0.915096430946575,0.9930736400462963,0.008373024873435497,0.8927471296555587,3776,7472,1,1.0008029978586723
monitor_0173,6.13501833868213e-05,0.0040038167499005795,0.007832636125385761,0.8647859922178989,0.927490871152843,0.9912018952546297,0.007612463086843491,0.9110684580934101,5882,11642,1,1.0
monitor_0174,4.2815601773327217e-05,0.0035895511973649263,0.006543362978845835,0.8600742196027068,0.9247740875484098,0.9942039207175926,0.0065924022346735,0.9226953786595693,3985,7840,4,0.9915816326530612
monitor_0175,6.08524787821807e-05,0.004051353316754103,0.007800799794495106,0.7329015798253361,0.8458663646659117,0.9753870081018519,0.008157894015312195,0.7883523831739367,5415,10640,1,1.0
monitor_0176,4.915342651656829e-05,0.003494484582915902,0.007010950241237879,0.8819490957803081,0.9372719992881929,0.9936252170138888,0.006327682174742222,0.9293233082706767,4760,9410,1,1.0
monitor_0177,7.982661918504164e-05,0.004473231267184019,0.008934574201703072,0.8738887477774956,0.9327007793968146,0.9910210503472222,0.008553653955459595,0.906110138159175,5488,10826,1,1.0
monitor_0178,9.059338481165469e-05,0.0049622515216469765,0.00951805617660284,0.8070698466780238,0.8932359179825595,0.9836154513888888,0.008466045372188091,0.8639440433212996,6875,13740,1,1.0002911208151384
monitor_0179,7.533298776252195e-05,0.004061270505189896,0.008679457940161228,0.84375,0.9152542372881356,0.9935347945601852,0.008717864751815796,0.9255952380952381,4744,9360,2,0.9993589743589744
monitor_0180,8.710604743100703e-05,0.004724029917269945,0.00933306198567152,0.8348506218745994,0.9099930118798043,0.9883535879629629,0.007784535642713308,0.9055645517444428,6887,13312,9,0.9858774038461539
monitor_0181,5.028993109590374e-05,0.0037935059517621994,0.007091539446264505,0.7558159874059821,0.860928471807133,0.9873770254629629,0.00688475277274847,0.8862358405997881,6393,12704,2,0.6673488664987406
monitor_0182,7.417294546030462e-05,0.004302431363612413,0.008612371981143951,0.7904506548417036,0.8829627923050339,0.9816261574074074,0.007154624443501234,0.8636241610738256,7521,14798,1,1.000135153399108
monitor_0183,7.536577322753146e-05,0.004102347418665886,0.008681346662342548,0.8319339490624126,0.9082575815445726,0.9891402633101852,0.008984069339931011,0.8908130319929557,4878,9494,9,0.912365704655572
monitor_0184,4.067699774168432e-05,0.0034349579364061356,0.00637785205617547,0.9053958111466098,0.9503493246390312,0.9951804832175926,0.007981345988810062,0.9445657826313053,4549,8970,1,1.0
monitor_0185,8.423097460763529e-05,0.005266520660370588,0.009177743457257748,0.8583204214440657,0.9237593383137673,0.9793294270833334,0.006854483392089605,0.8492299557141912,7232,13812,22,0.9607587604981176
monitor_0186,3.789297625189647e-05,0.0032786214724183083,0.006155726965516806,0.8508297258297258,0.9194035669038105,0.9925220630787037,0.00792890414595604,0.9185221674876848,4583,9022,1,1.0
monitor_0187,3.1155144824879244e-05,0.002831878140568733,0.005581679288297892,0.6763504312301407,0.8069320335770377,0.9935528790509259,0.007610457483679056,0.8968460648148148,3427,6784,4,0.9793632075471698
monitor_0188,4.672449722420424e-05,0.0034372766967862844,0.006835531909018755,0.6674138985123294,0.8005377658274261,0.9852430555555556,0.007945557124912739,0.8072003789673141,4034,7966,6,0.91940748179764
monitor_0189,2.3963089915923774e-05,0.002588549628853798,0.0048952107317745686,0.158,0.27288428324697755,0.9961932146990741,0.006136597599834204,0.9163686928883592,234,456,3,0.6842105263157895
monitor_0190,4.068382622790523e-05,0.0034194502513855696,0.006378387566655874,0.5629780724120347,0.7203915171288744,0.9922507957175926,0.008480602875351906,0.8357608279034112,2746,5460,1,1.0007326007326007
monitor_0191,4.440489283297211e-05,0.003452511504292488,0.006663699634373188,0.8601859678782756,0.9248386803599018,0.9925220630787037,0.0065098595805466175,0.9113326900396698,4330,8514,2,0.961005402865868
monitor_0192,5.233463161857799e-05,0.003767323913052678,0.007234267890453339,0.6381871076404838,0.7791382372184317,0.9786331741898148,0.008578496053814888,0.8372739916550765,5999,11840,10,0.9716216216216216
monitor_0193,3.540723992045969e-05,0.003053495194762945,0.005950398277491331,0.7459105779716467,0.8544659587757651,0.9915726273148148,0.006952575873583555,0.8922044876243349,4271,8530,2,0.9997655334114889
monitor_0194,8.670346869621426e-05,0.005250433459877968,0.009311470203101635,0.8000925497454882,0.8889460154241645,0.9765625,0.00860137864947319,0.8355764347384459,8175,15764,2,1.0012687135244862
monitor_0195,8.352328586624935e-05,0.004414680413901806,0.009139107540249825,0.9397665955577864,0.9689481174796222,0.9956597222222222,0.008720952086150646,0.9507790733670416,4606,9106,3,0.9916538546013618
monitor_0196,0.00015984252968337387,0.006412321701645851,0.012642884626984596,0.8739130434782608,0.9327146171693735,0.9855776186342593,0.008064155466854572,0.8901311249137336,7186,14130,6,0.9963198867657467
monitor_0197,3.182521686539985e-05,0.0026360114570707083,0.005641384515911341,0.6135844748858448,0.7605235231694376,0.9938783998842593,0.007676407229155302,0.8582792547624032,2413,4808,3,0.9933444259567388
monitor_0198,4.065922257723287e-05,0.003115290543064475,0.006376458331942558,0.8627935723114957,0.9263437292634373,0.9929741753472222,0.007811646442860365,0.9241873711087106,4107,8062,4,0.9439345075663607
monitor_0199,3.608479164540768e-05,0.003160429885610938,0.006007061805576086,0.8186528497409327,0.9002849002849003,0.9920880353009259,0.007254051975905895,0.8993674525589419,4639,9218,1,1.0
monitor_0200,7.410292164422572e-05,0.004354264587163925,0.00860830582678318,0.8535455517282338,0.9209868631848767,0.9888509114583334,0.008320573717355728,0.9033357103240631,5583,11008,9,0.9634811046511628
monitor_0201,3.5409357224125415e-05,0.0030535822734236717,0.005950576160103083,0.7459105779716467,0.8544659587757651,0.9915726273148148,0.00695376330986619,0.8921920185078079,4271,8530,2,0.9997655334114889
monitor_0202,7.032789289951324e-05,0.003822861472144723,0.008386172354221344,0.07692307692307693,0.14285714285714285,0.9997829861111112,0.009482159279286861,0.9940682155215027,82,144,5,0.6666666666666666
monitor_0203,5.2038438298041e-05,0.003871226217597723,0.007213767152279615,0.8098945253641386,0.894963230192868,0.9931550202546297,0.007883590646088123,0.9179136846671004,3328,6596,15,0.9660400242571255
monitor_0204,9.553686686558649e-05,0.004525040276348591,0.009774296544492245,0.7989556135770235,0.888243831640058,0.9958224826388888,0.007905684411525726,0.9366515837104072,3813,7540,14,0.920159151193634
monitor_0205,5.725919618271291e-05,0.003967479337006807,0.007566980551928282,0.9191025438457893,0.9578462045117734,0.9953703703703703,0.0066082654520869255,0.9470417873396773,4081,7934,20,0.9410133602218301
monitor_0206,6.786353333154693e-05,0.004197734873741865,0.008237932808697224,0.8650828567238598,0.9276615820097499,0.9916811342592593,0.008159899152815342,0.897525309336333,4202,8312,8,0.9003849855630414
monitor_0207,6.384248263202608e-05,0.0038918452337384224,0.007990148849785328,0.79739336492891,0.8872775214238628,0.9969075520833334,0.009161466732621193,0.9477144167558478,1777,3554,1,1.0
monitor_0208,0.00010327091149520129,0.00595040014013648,0.010162229649722576,0.9321468926553672,0.9648820140939793,0.9891402633101852,0.00797001551836729,0.9182754621734088,7624,15096,1,1.0001324854266032
monitor_0209,3.516103606671095e-05,0.00270868674851954,0.0059296740218997,0.15762925598991173,0.27233115468409586,0.9939597800925926,0.006094974000006914,0.9052092228864219,1472,2852,25,0.28751753155680226
monitor_0210,0.00019171397434547544,0.0056718927808105946,0.013846081681549549,0.3555285540704739,0.5245607744711366,0.9760199652777778,0.013906956650316715,0.8460505937016004,3835,7546,13,0.8306387490060959
monitor_0211,5.8773370255948976e-05,0.004073683172464371,0.00766637921333313,0.879484425349087,0.9358783861012687,0.9898546006944444,0.006929127033799887,0.9173913043478261,6845,13576,1,1.0
monitor_0212,9.521406173007563e-05,0.005842039827257395,0.009757769294083118,0.9449859272386115,0.9717149250331623,0.9809118200231481,0.00796705111861229,0.8805750509395517,9320,18562,1,1.0
monitor_0213,3.427993942750618e-05,0.003168177092447877,0.0058549074456095695,0.8369064315768383,0.9112129144851658,0.9926396122685185,0.0067745232954621315,0.9080433800271125,4184,8324,2,0.9937530033637674
monitor_0214,0.00010113714961335063,0.004913384094834328,0.010056696832180023,0.8626796476587854,0.926278062621335,0.9866084346064815,0.007595829199999571,0.9018054663526726,6964,13864,1,1.0
monitor_0215,4.688014087150805e-05,0.003624398959800601,0.006846907548606396,0.9064016277977774,0.9509031198686371,0.9945927372685185,0.0066581591963768005,0.9376043405676127,4273,8418,2,0.8740793537657401
monitor_0216,3.520536483847536e-05,0.003054848639294505,0.005933410953730345,0.7422480620155039,0.8520578420467185,0.9903790509259259,0.00628100149333477,0.8790634235053422,3756,7380,7,0.9474254742547426
monitor_0217,7.263504812726751e-05,0.004747692029923201,0.008522619493305683,0.9018129965369729,0.9483718937446444,0.9912832754629629,0.008115636184811592,0.9082778306374881,5566,10998,1,1.0
monitor_0218,0.00010294905223418027,0.006352290511131287,0.010146381333470345,0.941729277897229,0.9699902953691493,0.9781901041666666,0.00719827227294445,0.8747533492574514,9345,17750,24,0.976
monitor_0219,6.137300806585699e-05,0.003784725209698081,0.00783409271389246,0.5291970802919708,0.6921241050119332,0.9825032552083334,0.007037516683340073,0.7983854057454393,5227,10282,3,0.8120988134604162
monitor_0220,0.00010126161942025647,0.005846094340085983,0.010062883608043194,0.8966347908606468,0.9455007312754984,0.9871961805555556,0.007654922548681498,0.8909287257019438,6851,13242,8,0.9864068871771635
monitor_0221,5.533339935936965e-05,0.003488121321424842,0.00743864243850112,0.7936068462119306,0.8849284310973898,0.9925853587962963,0.008731765672564507,0.8939030883919062,3409,6764,3,0.9967474866942637
monitor_0222,4.12980152759701e-05,0.003019702387973666,0.006426353007555008,0.7292387543252595,0.8434217108554277,0.9915093315972222,0.00858654547482729,0.8879091677738857,3826,7624,5,0.968520461699895
monitor_0223,5.4815358453197405e-05,0.003564799902960658,0.007403739262372255,0.6772307692307692,0.807558246193359,0.9905146846064815,0.008577368222177029,0.8644199611147116,3946,7860,2,0.9170483460559796
monitor_0224,5.967944525764324e-05,0.004313768353313208,0.007725247181952,0.846669815777043,0.9169693559113931,0.9853244357638888,0.007693343795835972,0.8717908207599336,6383,12474,5,0.9650472983806317
monitor_0225,3.044788354600314e-05,0.003132660174742341,0.00551796006038785,0.8929193267556588,0.9434309366855741,0.9933268229166666,0.00559380603954196,0.9228678929765887,4762,9500,1,1.000842105263158
monitor_0226,4.811954568140209e-05,0.003766882698982954,0.006936825346201658,0.8479831426851294,0.9177390454471412,0.9908673321759259,0.0076273903250694275,0.8891693185559092,4422,8708,6,0.977491961414791
monitor_0227,3.473562537692487e-05,0.003127878997474909,0.005893693771213293,0.7464615384615385,0.8548273431994362,0.9962745949074074,0.006044836714863777,0.9474690807089124,3717,7344,8,0.7532679738562091
monitor_0228,0.0001207679815706797,0.0050005316734313965,0.010989448986947536,0.37148803329864727,0.5417298937784522,0.9945384837962963,0.008742554113268852,0.9315673289183223,1252,2310,10,0.9463203463203463
monitor_0229,9.346567821921781e-05,0.005264530424028635,0.009667765349149704,0.8610238560149418,0.9253227498745495,0.9851978443287037,0.008395456708967686,0.8801450992004738,6605,13060,2,0.8254211332312404
monitor_0230,8.157525007845834e-05,0.0044742305763065815,0.009031902067363262,0.6794227339062754,0.8091146084773583,0.9821234809027778,0.009278600104153156,0.8244570604667928,5232,10460,2,0.9992351816443594
monitor_0231,9.330586908617988e-05,0.005671099293977022,0.009659496136009693,0.8440743220622698,0.9154450142967367,0.983154296875,0.008043190464377403,0.8522925590988418,6122,12126,2,0.9990103908955963
monitor_0232,5.106384924147278e-05,0.0036337983328849077,0.0071458974853158,0.7086675291073739,0.8294972743791641,0.9898184317129629,0.00876279454678297,0.8659523809523809,4518,9036,4,0.9946879150066401
monitor_0233,2.784302159852814e-05,0.0028297919780015945,0.005276648793369532,0.6263769889840881,0.7702728127939793,0.9889594184027778,0.0058630588464438915,0.8619246861924686,4954,9804,1,1.000203998368013
monitor_0234,7.597931107738987e-05,0.004897199105471373,0.008716611191630363,0.9583732057416268,0.9787441974102126,0.9881998697916666,0.005875482223927975,0.9132717485212999,7804,15324,6,0.9989558861915949
monitor_0235,5.581814548349939e-05,0.003460782580077648,0.007471154443919659,0.7137931034482758,0.8329979879275654,0.9909939236111112,0.009178212843835354,0.8721514098107377,3904,7808,2,0.9992315573770492
monitor_0236,6.928848597453907e-05,0.004494000691920519,0.00832397025078535,0.9132791327913279,0.9546742209631728,0.9881365740740741,0.007737558335065842,0.9080975063042869,6535,12794,4,0.9984367672346413
monitor_0237,4.367793371784501e-05,0.0031472709961235523,0.006608928553760052,0.5212418300653595,0.6852846401718582,0.9894024884259259,0.008491693064570427,0.8321597930737175,3062,6112,4,0.8075916230366492
monitor_0238,0.00021097379794809967,0.008944598957896233,0.01452493667602539,0.9214211363591728,0.9591037788885141,0.9638219762731481,0.013571148738265038,0.8034281184979689,11166,22194,1,1.0
monitor_0239,0.00014286377700045705,0.0077628809958696365,0.011952563188970089,0.9558964525407478,0.9774509803921568,0.9796187789351852,0.008475271053612232,0.8972090477927763,11387,22508,3,0.9999111427048161
monitor_0240,5.425620838650502e-05,0.0035795574076473713,0.007365881465375423,0.5930880713489409,0.7445766270118964,0.9933991608796297,0.009134841151535511,0.893026706231454,2814,5596,14,0.8577555396711937
monitor_0241,4.411412010085769e-05,0.0035475080367177725,0.006641846150159836,0.8571811361200429,0.9230991198961189,0.9903609664351852,0.006746234372258186,0.9053033667939948,5413,10692,1,1.0
monitor_0242,9.047899948200211e-05,0.0042856852523982525,0.009512045420706272,0.6464460784313726,0.7852623743952363,0.9895652488425926,0.007007405627518892,0.8620317002881844,4782,9556,2,0.9974884889074926
monitor_0243,3.69548361049965e-05,0.003148112678900361,0.006079048849642277,0.7873684210526316,0.8810365135453475,0.9936071325231481,0.008189712651073933,0.9036361122632379,3302,6600,1,1.0
monitor_0244,3.7869140214752406e-05,0.003497726283967495,0.00615379074588418,0.9157001904102475,0.955995301346345,0.9955964265046297,0.00561800180003047,0.9476422764227642,4781,9398,1,1.0
monitor_0245,4.338769576861523e-05,0.003349584061652422,0.006586933508515358,0.8450747179017993,0.9160330578512397,0.9954065393518519,0.00794454850256443,0.9235630454408666,3674,7344,1,1.0
monitor_0246,0.00010923133959295228,0.0050090039148926735,0.010451380163431168,0.8831686930091185,0.9379602542116413,0.9888780381944444,0.007647634483873844,0.897514210570968,5794,11384,4,0.9934996486296557
monitor_0247,5.5532851547468454e-05,0.004199018236249685,0.007452036719769239,0.9247894103489771,0.9609252891528602,0.9954788773148148,0.00845319777727127,0.9546485260770975,5205,10264,1,1.0
monitor_0248,5.29426870343741e-05,0.0036523030139505863,0.007276172749698162,0.514479359211337,0.6794141578519122,0.9928747106481481,0.009463997557759285,0.879436964504284,1858,3680,9,0.8391304347826087
monitor_0249,8.751660789130256e-05,0.004705946892499924,0.009355030953884125,0.365034965034965,0.5348360655737705,0.9917896412037037,0.009634362533688545,0.890112549921336,2195,4288,27,0.4701492537313433
monitor_0250,0.00018502527382224798,0.007820303551852703,0.01360239926725626,0.9660838198881179,0.9827493722450693,0.9799352575231481,0.007767603266984224,0.9099632843791722,12341,24636,3,0.9991881798993343
monitor_0251,6.410478090401739e-05,0.0043963599018752575,0.008006545715034008,0.8756462585034014,0.9337008559408095,0.9917353877314815,0.008021734654903412,0.9151818856718634,5460,10780,3,0.7769944341372913
monitor_0252,7.549713336629793e-05,0.004375516902655363,0.008688909001648426,0.7672706681766704,0.8683114386414611,0.9888509114583334,0.008320216089487076,0.9087769352053457,6563,12914,14,0.9423881059315472
monitor_0253,3.6687226383946836e-05,0.0030387374572455883,0.006056997925043106,0.7409886714727085,0.8512274475007394,0.9909035011574074,0.007447310723364353,0.8897413415168786,4886,9678,1,1.0002066542674106
monitor_0254,4.289730713935569e-05,0.003331105224788189,0.006549603771418333,0.8727537639630889,0.9320539419087137,0.9928927951388888,0.007704265881329775,0.9058005752636625,3816,7624,1,1.0005246589716683
monitor_0255,7.686401659157127e-05,0.004555670078843832,0.008767212741076946,0.9036259541984732,0.9493734335839599,0.9881275318287037,0.005963980220258236,0.9019754564501646,7048,13864,1,1.0002885170225044
monitor_0256,6.724995182594284e-05,0.004017926286906004,0.00820060633122921,0.8542205501998589,0.9213796601572407,0.9887876157407407,0.00836422760039568,0.8954296160877514,5286,10432,1,1.0
monitor_0257,3.058846778003499e-05,0.0025702700950205326,0.005530684255063534,0.7812202097235462,0.8771742039068772,0.995849609375,0.0071289315819740295,0.9199930277148335,2532,5044,5,0.9540047581284695
monitor_0258,3.658946661744267e-05,0.002748362487182021,0.006048922892659903,0.6471600688468159,0.7857889237199582,0.9944390190972222,0.007946490310132504,0.899918500407498,3048,6006,2,0.986013986013986
monitor_0259,5.905305079068057e-05,0.004028158262372017,0.007684598211199045,0.9238870696521816,0.9604379427730242,0.9922236689814815,0.007493834011256695,0.9297729184188394,5033,9846,5,0.8921389396709324
monitor_0260,7.048369297990575e-05,0.003818721044808626,0.008395456708967686,0.8465608465608465,0.9169054441260746,0.9937065972222222,0.007545668166130781,0.9119098848247057,3319,6554,1,1.0
monitor_0261,0.00016276344831567258,0.00801258534193039,0.012757877819240093,0.9408463295917354,0.969521713539934,0.9784613715277778,0.012398319318890572,0.867249154453213,9486,18740,1,1.0007470651013874
monitor_0262,8.041116961976513e-05,0.004968791734427214,0.008967227302491665,0.8972198820556023,0.9458259325044405,0.9889684606481481,0.007448097690939903,0.905362285002724,6514,12924,1,1.0001547508511297
monitor_0263,3.136474697384983e-05,0.0029159935656934977,0.005600424017757177,0.8987341772151899,0.9466666666666667,0.9984809027777778,0.0074389236979186535,0.9724454649827784,3366,6724,2,0.8429506246281975
monitor_0264,5.8960504247806966e-05,0.0041918265633285046,0.007678574416786432,0.8804556219690989,0.9364279716924553,0.9904152199074074,0.007039062213152647,0.9024502579218865,5941,11748,1,1.0
monitor_0265,6.113431300036609e-05,0.003906261641532183,0.007818843238055706,0.8584259400213122,0.9238204456094364,0.9915907118055556,0.007653866894543171,0.912490580256217,5048,9982,1,1.0
monitor_0266,7.883488433435559e-05,0.004841211251914501,0.008878900669515133,0.9090689627424157,0.9523689091215647,0.9897822627314815,0.007843020372092724,0.8946631834297444,5667,11180,2,0.9853309481216458
monitor_0267,4.326785710873082e-05,0.0032032171729952097,0.006577830761671066,0.72713529856387,0.8420131291028446,0.9902072482638888,0.008598056621849537,0.8707053538909797,4035,8076,1,1.0002476473501734
monitor_0268,4.910666757496074e-05,0.003103856695815921,0.007007615175098181,0.8747875354107649,0.9332124508915081,0.9960033275462963,0.007592813577502966,0.9259259259259259,3061,6016,1,1.0
monitor_0269,5.6123462854884565e-05,0.0037788173649460077,0.0074915592558681965,0.8573177366702938,0.9231783229586232,0.9905146846064815,0.008561337366700172,0.8886035313001606,4251,8356,1,1.0
monitor_0270,7.437273598043248e-05,0.004125254228711128,0.008623963221907616,0.6908077994428969,0.8171334431630972,0.9879557291666666,0.006799834780395031,0.8813785733368955,5664,11318,12,0.7628556282028627
monitor_0271,1.9788172721746378e-05,0.002511188155040145,0.0044483901001513,0.8077042559801181,0.8936243340780203,0.9944028501157407,0.0055577922612428665,0.9231914629606651,4024,7916,5,0.8471450227387569
monitor_0272,7.462553185177967e-05,0.004300583153963089,0.00863860733807087,0.8844840667678301,0.938701560140916,0.9889865451388888,0.006650473456829786,0.9176510522742702,6974,13790,1,1.0
monitor_0273,4.682215512730181e-05,0.0032535698264837265,0.006842671427875757,0.5216836734693877,0.6856663872590109,0.9932183159722222,0.008027009665966034,0.8908984830805134,2719,5358,25,0.6550951847704367
monitor_0274,5.697095184586942e-05,0.003636740380898118,0.007547910325229168,0.9066985645933014,0.9510664993726474,0.9957682291666666,0.0066748252138495445,0.9446157495256167,4386,8642,2,0.9990742883591761
monitor_0275,6.593478610739112e-05,0.004301159642636776,0.008120023645460606,0.8732043010752688,0.9323108008817046,0.9866717303240741,0.007354430854320526,0.8962905281042051,6803,13400,2,0.8597014925373134
monitor_0276,0.0001381516776746139,0.0069565861485898495,0.011753793805837631,0.9643611487658018,0.9818572815611886,0.9795554832175926,0.007078619208186865,0.9048942801785864,12986,25068,7,0.9974469443114727
monitor_0277,5.844202314619906e-05,0.0037756995297968388,0.00764473807066679,0.27340823970037453,0.4294117647058823,0.9964916087962963,0.00868649035692215,0.9347021204981488,674,1280,17,0.484375
monitor_0278,5.2697858336614445e-05,0.0038696995470672846,0.0072593288496136665,0.8710104781404312,0.9310588992597361,0.9903157552083334,0.007326778955757618,0.9109947643979057,6415,12520,2,0.8169329073482429
monitor_0279,4.186676233075559e-05,0.0030929564964026213,0.0064704529941082,0.6339103869653768,0.7759426612651916,0.9934986255787037,0.008868947625160217,0.8859635210150674,3432,6838,5,0.8976308862240421
monitor_0280,5.1010541938012466e-05,0.003443893976509571,0.00714216660708189,0.7542202572347267,0.8598923129797228,0.9889413339120371,0.006870727054774761,0.8940367489572765,4944,9766,1,1.0
monitor_0281,3.824797022389248e-05,0.0033478722907602787,0.006184494122862816,0.865138917055364,0.9276938131999565,0.9939869068287037,0.00824005901813507,0.9280528768013869,4079,8026,1,1.0
monitor_0282,7.252529030665755e-05,0.004499838687479496,0.008516178466379642,0.9106837606837607,0.9532543055244912,0.9905508535879629,0.007747252006083727,0.9154257507198683,6081,11944,1,1.0
monitor_0283,3.956958244089037e-05,0.0035442826338112354,0.006290435791015625,0.85650168308191,0.9227049895910281,0.9895923755787037,0.006623351480811834,0.9059947729500163,6612,13140,1,1.0004566210045662
monitor_0284,6.719274824718013e-05,0.003958334680646658,0.008197118528187275,0.725622885266072,0.8409982174688057,0.9919343171296297,0.008360200561583042,0.8777077049629832,3918,7698,3,0.599636269160821
monitor_0285,6.76151248626411e-05,0.004489691462367773,0.008222841657698154,0.8406656465187452,0.9134365582458692,0.9849356192129629,0.0074201179668307304,0.8685928048392232,6146,12138,1,1.0
