shape_id,method,mask_type,lam,k,iou,sdf_error,solve_time_s
monitor_0442,pca_completion,block,1.0,64,0.2,0.016415767,0.018205624975962564
monitor_0443,pca_completion,block,1.0,64,0.8231441048034934,0.018008227,0.018854750000173226
monitor_0444,pca_completion,block,1.0,64,1.0,0.005973616,0.01908691698918119
monitor_0445,pca_completion,block,1.0,64,0.7532133676092545,0.0073361434,0.01880204101325944
monitor_0446,pca_completion,block,1.0,64,0.7293436293436294,0.026562462,0.017844416986918077
monitor_0447,pca_completion,block,1.0,64,1.0,0.009513466,0.018170875002397224
monitor_0448,pca_completion,block,1.0,64,0.7347319347319348,0.010482579,0.017010417010169476
monitor_0449,pca_completion,block,1.0,64,0.8539325842696629,0.027752697,0.017480457987403497
monitor_0450,pca_completion,block,1.0,64,1.0,0.0029282845,0.018115207989467308
monitor_0451,pca_completion,block,1.0,64,0.8877163360067539,0.0065589235,0.01689004199579358
monitor_0452,pca_completion,block,1.0,64,0.9056203605514316,0.027748788,0.018148917006328702
monitor_0453,pca_completion,block,1.0,64,1.0,0.003963429,0.018703916983213276
monitor_0454,pca_completion,block,1.0,64,0.8085539714867617,0.008538578,0.018272582994541153
monitor_0455,pca_completion,block,1.0,64,0.0,0.016718067,0.018191207986092195
monitor_0456,pca_completion,block,1.0,64,0.7463026166097838,0.03393017,0.018582165997941047
monitor_0457,pca_completion,block,1.0,64,0.875,0.00952519,0.019274166988907382
monitor_0458,pca_completion,block,1.0,64,0.7294117647058823,0.03749918,0.018332457984797657
monitor_0459,pca_completion,block,1.0,64,0.5366795366795367,0.007570906,0.018212666996987537
monitor_0460,pca_completion,block,1.0,64,1.0,0.008691824,0.01819383300608024
monitor_0461,pca_completion,block,1.0,64,1.0,0.0050158943,0.018480375001672655
monitor_0462,pca_completion,block,1.0,64,0.6496296296296297,0.018436182,0.016850332991452888
monitor_0463,pca_completion,block,1.0,64,0.4010416666666667,0.020933282,0.0181230420130305
monitor_0464,pca_completion,block,1.0,64,0.0,0.010907696,0.01886791698052548
monitor_0465,pca_completion,block,1.0,64,1.0,0.021693302,0.01893183300853707
monitor_0466,pca_completion,block,1.0,64,0.4357625845229151,0.042192023,0.018208041990874335
monitor_0467,pca_completion,block,1.0,64,0.006622516556291391,0.008905369,0.017460792005294934
monitor_0468,pca_completion,block,1.0,64,0.5036057692307693,0.0294569,0.017318375001195818
monitor_0469,pca_completion,block,1.0,64,0.29842061512884455,0.031418495,0.018110499979229644
monitor_0470,pca_completion,block,1.0,64,1.0,0.013706688,0.0189778330095578
monitor_0471,pca_completion,block,1.0,64,0.5677966101694916,0.016716877,0.018356707994826138
monitor_0472,pca_completion,block,1.0,64,0.83,0.030035943,0.018157999991672114
monitor_0473,pca_completion,block,1.0,64,1.0,0.022923563,0.018613459018524736
monitor_0474,pca_completion,block,1.0,64,0.6028594122319301,0.013313731,0.01749666698742658
monitor_0475,pca_completion,block,1.0,64,0.0,0.008435092,0.01886845799162984
monitor_0476,pca_completion,block,1.0,64,0.10372340425531915,0.028769026,0.017473457992309704
monitor_0477,pca_completion,block,1.0,64,0.32075471698113206,0.008325476,0.018961334018968046
monitor_0478,pca_completion,block,1.0,64,1.0,0.008323725,0.018577917013317347
monitor_0479,pca_completion,block,1.0,64,0.6556291390728477,0.018836727,0.017343708022963256
monitor_0480,pca_completion,block,1.0,64,0.16279069767441862,0.008802074,0.0187138750043232
