shape_id,mse,mae,rmse,iou,sign_accuracy,surface_mae,surface_sign_accuracy,mesh_vertices,mesh_faces,mesh_components,largest_component_face_fraction
monitor_0001,5.46555065739085e-06,0.0010149722220376134,0.002337851794436574,0.9079216603332358,0.9971516927083334,0.002294026082381606,0.9689257176679491,4571,9056,10,0.9951413427561837
monitor_0002,5.7943439060181845e-06,0.0011194917606189847,0.0024071442894637585,0.9533459995777919,0.9960033275462963,0.0022668878082185984,0.9631328717991492,5764,11338,1,1.0
monitor_0003,5.5028685892466456e-06,0.001088774180971086,0.002345819491893053,0.9684466019417476,0.9980016637731481,0.0022188895381987095,0.9805011469913535,5595,11072,1,1.0001806358381502
monitor_0004,5.592359229922295e-06,0.001115348655730486,0.0023648168426007032,0.9539827771797632,0.9969075520833334,0.0020873367320746183,0.9707241910631741,5577,10826,34,0.8721596157398854
monitor_0005,1.51549602378509e-05,0.002317837905138731,0.003892937209457159,0.9890497168030208,0.9960666232638888,0.002316075377166271,0.9791436927650189,9992,19646,4,1.0007126132546065
monitor_0006,3.986222509411164e-06,0.0008680041646584868,0.0019965525716543198,0.9303621169916435,0.9975133825231481,0.002295075450092554,0.9696367450590704,4233,8428,1,1.0009492168960608
monitor_0007,1.0626138646330219e-05,0.001278828945942223,0.0032597759272903204,0.9385285575992256,0.9965549045138888,0.0029329671524465084,0.9666300969098556,5379,10506,3,1.001713306681896
monitor_0008,1.6573492757743225e-05,0.0026438385248184204,0.004071055445820093,0.9927928222392913,0.9960123697916666,0.002407157327979803,0.9815488891678172,11793,23436,1,1.0029015190305512
